,Plot_Idnum,Year,Fert_st_x,Tillage_st_x,Yield_bu_ac,mach_cost,diesel_cost,labor_cost,P_cost,K_cost,input_cost,Value,income_per_ac,profit,roi
36,201,1972,Control,Conv,49.0,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,76.93,44.92734446339641,140.3863014180494
37,206,1972,Control,Alt,40.8,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,64.056,32.0533444633964,100.15838975217173
38,211,1972,Control,Chisel,44.4,24.1151140380472,1.67589885849099,4.93129013512019,0.0,0.0,30.722303031658377,1.57,69.708,38.98569696834162,126.89705237321587
39,216,1972,Control,No_till,53.5,1.81890154544882,0.22010653247654,0.654425700787402,0.0,0.0,2.693433778712762,1.57,83.995,81.30156622128725,3018.509935675592
40,301,1972,Control,Conv,33.3,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,52.281,20.2783444633964,63.364568106551936
41,306,1972,Control,Alt,50.7,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,79.599,47.596344463396406,148.7262343243899
42,311,1972,Control,Chisel,36.7,24.1151140380472,1.67589885849099,4.93129013512019,0.0,0.0,30.722303031658377,1.57,57.61900000000001,26.89669696834163,87.547788785969
43,316,1972,Control,No_till,33.3,1.81890154544882,0.22010653247654,0.654425700787402,0.0,0.0,2.693433778712762,1.57,52.281,49.58756622128724,1841.0538478130316
44,401,1972,Control,Conv,20.9,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,32.813,0.8103444633964045,2.5321163191272014
45,406,1972,Control,Alt,47.0,24.5193143814803,1.79753668031496,5.68580447480834,0.0,0.0,32.0026555366036,1.57,73.79,41.78734446339641,130.57461564588414
46,411,1972,Control,Chisel,34.4,24.1151140380472,1.67589885849099,4.93129013512019,0.0,0.0,30.722303031658377,1.57,54.008,23.285696968341625,75.79411264951862
47,416,1972,Control,No_till,45.2,1.81890154544882,0.22010653247654,0.654425700787402,0.0,0.0,2.693433778712762,1.57,70.96400000000001,68.27056622128725,2534.703721355827
48,101,1973,Control,Conv,12.0,23.0663179736889,1.8809867497931,5.41302225112938,0.0,0.0,30.36032697461138,2.55,30.599999999999998,0.239673025388619,0.7894283404425914
49,106,1973,Control,Alt,14.3,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,36.464999999999996,33.900531338942784,1321.9319796626867
50,111,1973,Control,Chisel,6.4,22.6860702432,1.75370193072365,4.69470650045175,0.0,0.0,29.1344786743754,2.55,16.32,-12.814478674375401,-43.983895567852045
51,116,1973,Control,No_till,11.6,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,29.58,27.015531338942786,1053.4553121739277
52,201,1973,Control,Conv,13.5,23.0663179736889,1.8809867497931,5.41302225112938,0.0,0.0,30.36032697461138,2.55,34.425,4.064673025388618,13.388106882997914
53,206,1973,Control,Alt,2.5,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,6.375,3.810531338942789,148.58950693403617
54,211,1973,Control,Chisel,24.1,22.6860702432,1.75370193072365,4.69470650045175,0.0,0.0,29.1344786743754,2.55,61.455,32.3205213256246,110.93564325230713
55,216,1973,Control,No_till,12.4,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,31.619999999999997,29.055531338942785,1133.0039543928192
56,301,1973,Control,Conv,5.6,23.0663179736889,1.8809867497931,5.41302225112938,0.0,0.0,30.36032697461138,2.55,14.279999999999998,-16.08032697461138,-52.964933441126796
57,306,1973,Control,Alt,20.6,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,52.53,49.96553133894279,1948.377537136458
58,311,1973,Control,Chisel,12.6,22.6860702432,1.75370193072365,4.69470650045175,0.0,0.0,29.1344786743754,2.55,32.129999999999995,2.995521325624594,10.28170560079127
59,316,1973,Control,No_till,1.3,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,3.315,0.750531338942789,29.266543605698807
60,401,1973,Control,Conv,20.7,23.0663179736889,1.8809867497931,5.41302225112938,0.0,0.0,30.36032697461138,2.55,52.785,22.424673025388618,73.86176388726348
61,406,1973,Control,Alt,3.9,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,9.944999999999999,7.380531338942788,287.7996308170964
62,411,1973,Control,Chisel,7.9,22.6860702432,1.75370193072365,4.69470650045175,0.0,0.0,29.1344786743754,2.55,20.145,-8.989478674375402,-30.855121091567366
63,416,1973,Control,No_till,22.0,1.7111147872,0.23032490833997,0.623028965517241,0.0,0.0,2.564468661057211,2.55,56.099999999999994,53.53553133894278,2087.5876610195182
64,101,1974,Control,Conv,22.4,23.3409169971852,2.61042646666667,5.255947944735,0.0,0.0,31.20729140858687,3.02,67.648,36.44070859141313,116.76985392390142
65,106,1974,Control,Alt,36.7,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,110.834,108.17792074124343,4072.842344015219
66,111,1974,Control,Chisel,26.2,22.956142508,2.43378106470394,4.558476177894,0.0,0.0,29.94839975059794,3.02,79.124,49.17560024940205,164.20109474603976
67,116,1974,Control,No_till,32.9,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,99.35799999999999,96.70192074124341,3640.7769241989286
68,201,1974,Control,Conv,45.6,23.3409169971852,2.61042646666667,5.255947944735,0.0,0.0,31.20729140858687,3.02,137.71200000000002,106.50470859141315,341.2814883450851
69,206,1974,Control,Alt,38.0,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,114.76,112.10392074124343,4220.654198162897
70,211,1974,Control,Chisel,35.3,22.956142508,2.43378106470394,4.558476177894,0.0,0.0,29.94839975059794,3.02,106.606,76.65760024940205,255.96559711966424
71,216,1974,Control,No_till,22.9,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,69.158,66.50192074124342,2503.7626615244826
72,301,1974,Control,Conv,32.5,23.3409169971852,2.61042646666667,5.255947944735,0.0,0.0,31.20729140858687,3.02,98.15,66.94270859141314,214.50983270208917
73,306,1974,Control,Alt,40.0,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,120.8,118.14392074124342,4448.0570506977865
74,311,1974,Control,Chisel,40.0,22.956142508,2.43378106470394,4.558476177894,0.0,0.0,29.94839975059794,3.02,120.8,90.85160024940205,303.3604499939538
75,316,1974,Control,No_till,24.6,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,74.292,71.63592074124342,2697.0550861791385
76,401,1974,Control,Conv,25.3,23.3409169971852,2.61042646666667,5.255947944735,0.0,0.0,31.20729140858687,3.02,76.406,45.19870859141314,144.83380822654942
77,406,1974,Control,Alt,28.9,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,87.27799999999999,84.62192074124341,3185.97121912915
78,411,1974,Control,Chisel,46.9,22.956142508,2.43378106470394,4.558476177894,0.0,0.0,29.94839975059794,3.02,141.638,111.68960024940206,372.9401276179109
79,416,1974,Control,No_till,30.7,1.73148520133333,0.319644057423247,0.60495,0.0,0.0,2.656079258756577,3.02,92.714,90.05792074124342,3390.633786410551
80,101,1975,Control,Conv,30.9,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,78.486,43.72733190253643,125.80266821480225
81,106,1975,Control,Alt,32.6,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,82.804,48.045331902536425,138.22546873147422
82,111,1975,Control,Chisel,37.0,26.1330677234042,2.56642958090902,4.71365834565209,0.0,0.0,33.41315564996531,2.54,93.98,60.56684435003469,181.26645978766624
83,116,1975,Control,No_till,31.1,1.97110729787234,0.337065636769836,0.625544042553191,0.0,0.0,2.933716977195367,2.54,78.994,76.06028302280464,2592.6251105353135
84,201,1975,Control,Conv,27.9,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,70.866,36.10733190253642,103.88007906773407
85,206,1975,Control,Alt,12.8,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,32.512,-2.2466680974635764,-6.463619639175763
86,211,1975,Control,Chisel,50.3,26.1330677234042,2.56642958090902,4.71365834565209,0.0,0.0,33.41315564996531,2.54,127.762,94.34884435003468,282.37034938701646
87,216,1975,Control,No_till,13.9,1.97110729787234,0.337065636769836,0.625544042553191,0.0,0.0,2.933716977195367,2.54,35.306000000000004,32.37228302280464,1103.456239113854
88,301,1975,Control,Conv,18.3,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,46.482,11.723331902536422,33.72779379711589
89,306,1975,Control,Alt,32.8,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,83.312,48.55333190253642,139.6869746746121
90,311,1975,Control,Chisel,44.0,26.1330677234042,2.56642958090902,4.71365834565209,0.0,0.0,33.41315564996531,2.54,111.76,78.3468443500347,234.4790332610085
91,316,1975,Control,No_till,28.2,1.97110729787234,0.337065636769836,0.625544042553191,0.0,0.0,2.933716977195367,2.54,71.628,68.69428302280463,2341.544312446811
92,401,1975,Control,Conv,22.0,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,55.88,21.121331902536426,60.76565374516666
93,406,1975,Control,Alt,22.5,26.5710915673759,2.75270269787234,5.43487383221534,0.0,0.0,34.75866809746358,2.54,57.15,22.39133190253642,64.41941860301135
94,411,1975,Control,Chisel,42.1,26.1330677234042,2.56642958090902,4.71365834565209,0.0,0.0,33.41315564996531,2.54,106.93400000000001,73.52084435003471,220.03562046110133
95,416,1975,Control,No_till,22.6,1.97110729787234,0.337065636769836,0.625544042553191,0.0,0.0,2.933716977195367,2.54,57.404,54.47028302280464,1856.6986333793598
96,101,1976,Control,Conv,26.1,28.2632505566667,2.658343884,5.59232861319804,0.0,0.0,36.513923053864744,2.15,56.115,19.601076946135258,53.681103827764744
97,106,1976,Control,Alt,39.6,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,85.14,82.07418599371447,2677.0764901408193
98,111,1976,Control,Chisel,18.0,27.79733151,2.47845595000125,4.85021865327922,0.0,0.0,35.12600611328047,2.15,38.699999999999996,3.573993886719528,10.174780119303882
99,116,1976,Control,No_till,34.0,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,73.1,70.03418599371446,2284.3586026461576
100,201,1976,Control,Conv,25.6,28.2632505566667,2.658343884,5.59232861319804,0.0,0.0,36.513923053864744,2.15,55.04,18.526076946135255,50.73702137895698
101,206,1976,Control,Alt,18.6,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,39.99,36.92418599371447,1204.3844120358394
102,211,1976,Control,Chisel,27.5,27.79733151,2.47845595000125,4.85021865327922,0.0,0.0,35.12600611328047,2.15,59.125,23.998993886719532,68.3225807378254
103,216,1976,Control,No_till,32.2,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,69.23,66.16418599371447,2158.1278530943027
104,301,1976,Control,Conv,27.8,28.2632505566667,2.658343884,5.59232861319804,0.0,0.0,36.513923053864744,2.15,59.769999999999996,23.256076946135252,63.690984153711085
105,306,1976,Control,Alt,32.7,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,70.305,67.23918599371447,2193.1919501920406
106,311,1976,Control,Chisel,21.6,27.79733151,2.47845595000125,4.85021865327922,0.0,0.0,35.12600611328047,2.15,46.44,11.31399388671953,32.20973614316467
107,316,1976,Control,No_till,30.1,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,64.715,61.64918599371447,2010.8586452838047
108,401,1976,Control,Conv,21.6,28.2632505566667,2.658343884,5.59232861319804,0.0,0.0,36.513923053864744,2.15,46.44,9.926076946135254,27.184361788494943
109,406,1976,Control,Alt,32.9,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,70.735,67.66918599371446,2207.217589031135
110,411,1976,Control,Chisel,24.8,27.79733151,2.47845595000125,4.85021865327922,0.0,0.0,35.12600611328047,2.15,53.32,18.193993886719532,51.796363719929815
111,416,1976,Control,No_till,39.4,2.09663571,0.325511496285536,0.6436668,0.0,0.0,3.065814006285536,2.15,84.71,81.64418599371446,2663.050851301724
112,101,1977,Control,Conv,42.2,29.1437642861635,2.70825842264151,5.69229079297715,0.0,0.0,37.544313501782156,2.02,85.244,47.699686498217844,127.04903099627494
113,106,1977,Control,Alt,75.4,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,152.30800000000002,149.15924992504605,4737.093969810434
114,111,1977,Control,Chisel,61.9,28.663329990566,2.52499281305805,4.93691570964369,0.0,0.0,36.12523851326774,2.02,125.038,88.91276148673225,246.1236662951781
115,116,1977,Control,No_till,26.3,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,53.126000000000005,49.97724992504603,1587.2091698410395
116,201,1977,Control,Conv,57.6,29.1437642861635,2.70825842264151,5.69229079297715,0.0,0.0,37.544313501782156,2.02,116.352,78.80768649821785,209.90578638354114
117,206,1977,Control,Alt,30.6,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,61.812000000000005,58.66324992504603,1863.0646614880536
118,211,1977,Control,Chisel,44.0,28.663329990566,2.52499281305805,4.93691570964369,0.0,0.0,36.12523851326774,2.02,88.88,52.75476148673226,146.03297765731563
119,216,1977,Control,No_till,24.4,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,49.288,46.13924992504602,1465.3195339970098
120,301,1977,Control,Conv,76.8,29.1437642861635,2.70825842264151,5.69229079297715,0.0,0.0,37.544313501782156,2.02,155.136,117.59168649821784,313.20771517805485
121,306,1977,Control,Alt,39.4,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,79.588,76.43924992504603,2427.606132765664
122,311,1977,Control,Chisel,60.5,28.663329990566,2.52499281305805,4.93691570964369,0.0,0.0,36.12523851326774,2.02,122.21000000000001,86.08476148673228,238.29534427880904
123,316,1977,Control,No_till,23.3,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,47.066,43.91724992504603,1394.7518500873089
124,401,1977,Control,Conv,37.6,29.1437642861635,2.70825842264151,5.69229079297715,0.0,0.0,37.544313501782156,2.02,75.952,38.40768649821784,102.29961055592267
125,406,1977,Control,Alt,42.0,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,84.84,81.69124992504604,2594.402476552231
126,411,1977,Control,Chisel,54.2,28.663329990566,2.52499281305805,4.93691570964369,0.0,0.0,36.12523851326774,2.02,109.48400000000001,73.35876148673228,203.06789520514795
127,416,1977,Control,No_till,31.2,2.16195433018868,0.331623480614348,0.655172264150943,0.0,0.0,3.1487500749539707,2.02,63.024,59.87524992504603,1901.5561254387997
128,101,1978,Control,Conv,15.8,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,35.550000000000004,-1.5339385152520606,-4.136395907951295
129,106,1978,Control,Alt,57.8,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,130.04999999999998,92.96606148474791,250.69090610888694
130,111,1978,Control,Chisel,54.0,28.4214897155172,2.4107883290903,4.85713496196292,0.0,0.0,35.68941300657042,2.25,121.5,85.81058699342958,240.4370925843803
131,116,1978,Control,No_till,26.9,2.1437133362069,0.316624274169366,0.644584655172414,0.0,0.0,3.10492226554868,2.25,60.525,57.42007773445132,1849.3241641366644
132,201,1978,Control,Conv,52.4,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,117.89999999999999,80.81606148474793,217.9273958495792
133,206,1978,Control,Alt,21.0,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,47.25,10.166061484747935,27.413651008419148
134,211,1978,Control,Chisel,65.0,28.4214897155172,2.4107883290903,4.85713496196292,0.0,0.0,35.68941300657042,2.25,146.25,110.56058699342958,309.7853892219392
135,216,1978,Control,No_till,5.8,2.1437133362069,0.316624274169366,0.644584655172414,0.0,0.0,3.10492226554868,2.25,13.049999999999999,9.945077734451319,320.30037739749645
136,301,1978,Control,Conv,42.6,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,95.85000000000001,58.766061484747944,158.4676920456503
137,306,1978,Control,Alt,46.4,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,104.39999999999999,67.31606148474793,181.52349556145947
138,311,1978,Control,Chisel,71.5,28.4214897155172,2.4107883290903,4.85713496196292,0.0,0.0,35.68941300657042,2.25,160.875,125.18558699342958,350.76392814413316
139,316,1978,Control,No_till,7.0,2.1437133362069,0.316624274169366,0.644584655172414,0.0,0.0,3.10492226554868,2.25,15.75,12.64507773445132,407.2590761693923
140,401,1978,Control,Conv,21.7,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,48.824999999999996,11.74106148474793,31.660772708699774
141,406,1978,Control,Alt,25.4,28.8978704568965,2.58576490344828,5.60030315490729,0.0,0.0,37.083938515252065,2.25,57.15,20.066061484747934,54.1098445530403
142,411,1978,Control,Chisel,66.1,28.4214897155172,2.4107883290903,4.85713496196292,0.0,0.0,35.68941300657042,2.25,148.725,113.03558699342958,316.7202188856951
143,416,1978,Control,No_till,10.6,2.1437133362069,0.316624274169366,0.644584655172414,0.0,0.0,3.10492226554868,2.25,23.849999999999998,20.745077734451318,668.1351724850797
144,101,1979,Control,Conv,46.3,27.8848137979798,3.53529113636364,5.39929197959141,0.0,0.0,36.819396913934845,2.52,116.67599999999999,79.85660308606515,216.88731967209992
145,106,1979,Control,Alt,61.8,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,155.736,152.61309620741247,4886.897142641819
146,111,1979,Control,Chisel,66.2,27.4251332727273,3.29606090643279,4.68279825547293,0.0,0.0,35.40399243463302,2.52,166.824,131.420007565367,371.201094927387
147,116,1979,Control,No_till,19.1,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,48.132000000000005,45.00909620741248,1441.2578547647047
148,201,1979,Control,Conv,66.1,27.8848137979798,3.53529113636364,5.39929197959141,0.0,0.0,36.819396913934845,2.52,166.57199999999997,129.75260308606514,352.4028473072527
149,206,1979,Control,Alt,44.0,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,110.88,107.75709620741247,3450.54165495534
150,211,1979,Control,Chisel,54.1,27.4251332727273,3.29606090643279,4.68279825547293,0.0,0.0,35.40399243463302,2.52,136.332,100.92800756536698,285.0752150388464
151,216,1979,Control,No_till,16.9,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,42.587999999999994,39.46509620741247,1263.7307720169372
152,301,1979,Control,Conv,72.7,27.8848137979798,3.53529113636364,5.39929197959141,0.0,0.0,36.819396913934845,2.52,183.204,146.38460308606517,397.5746898523038
153,306,1979,Control,Alt,39.1,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,98.53200000000001,95.40909620741249,3055.1404251989507
154,311,1979,Control,Chisel,71.0,27.4251332727273,3.29606090643279,4.68279825547293,0.0,0.0,35.40399243463302,2.52,178.92,143.51600756536698,405.36673323027895
155,316,1979,Control,No_till,16.9,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,42.587999999999994,39.46509620741247,1263.7307720169372
156,401,1979,Control,Conv,39.6,27.8848137979798,3.53529113636364,5.39929197959141,0.0,0.0,36.819396913934845,2.52,99.792,62.972603086065156,171.03105527030576
157,406,1979,Control,Alt,41.2,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,103.82400000000001,100.70109620741249,3224.598095094547
158,411,1979,Control,Chisel,73.6,27.4251332727273,3.29606090643279,4.68279825547293,0.0,0.0,35.40399243463302,2.52,185.47199999999998,150.06800756536697,423.8731206443455
159,416,1979,Control,No_till,16.2,2.06856236363636,0.432892792587523,0.621448636363636,0.0,0.0,3.122903792587519,2.52,40.824,37.701096207412476,1207.2448820517388
160,101,1980,Control,Conv,40.7,27.60596566,4.192416424,5.1157893328754,0.0,0.0,36.9141714168754,3.11,126.577,89.6628285831246,242.89541154954662
161,106,1980,Control,Alt,56.9,2.04787674,0.51335711359317,0.588818,0.0,0.0,3.15005185359317,3.11,176.95899999999997,173.8089481464068,5517.653556977106
162,111,1980,Control,Chisel,58.0,27.15088194,3.90871906884781,4.43691681315016,0.0,0.0,35.49651782199797,3.11,180.38,144.88348217800203,408.1625214747531
163,116,1980,Control,No_till,73.4,2.04787674,0.51335711359317,0.588818,0.0,0.0,3.15005185359317,3.11,228.274,225.12394814640683,7146.674359966954
164,201,1980,Control,Conv,34.3,27.60596566,4.192416424,5.1157893328754,0.0,0.0,36.9141714168754,3.11,106.67299999999999,69.7588285831246,188.9757399545319
